,Block AGuD,Block E,Block F,Block GT 11,Block GT 12,Block GT1,Block GT2,DESBR____CHP____,Emsland B,Emsland C,Emsland D,Gersteinwerk F,Gersteinwerk G,Gersteinwerk I,Gersteinwerk K1,GuD Dormagen,GuD-Anlage-HKW-Merkenich,HERDECKE_H6,HKW IIIB,KMW_KW2,KMW_KW3,KW Hamm-Uentrop Block 10,KW Hamm-Uentrop Block 20,Knapsack 1,Knapsack 2,NIEHL-3,NIEHL-II-DT,NIEHL-II-GT,Weisweiler VGT - BI. G,Weisweiler VGT - BI. H,Block B,Franken I Block 1,Franken I Block 2 + GT,GKB Mittelsbueren GuD,GuD-Block,Huntorf GT,Irsching 3,Irsching 4,Irsching 5,KW Mittelsbueren Block 4,Staudinger 4,Sued GuD1 GT2,Sued GuD1 GT3,Sued GuD2 DT60,Sued GuD2 GT61,Sued GuD2 GT62,HKW West Block 4,Küstenkraftwerk,GTHKW Nossener Bruecke,HKW Klingenberg 1-3,HKW Lichterfelde Block 1,HKW Mitte GUD,HKW Nord GuD Nord,HKW Tiefstack GuD,Lichterfelde GUD
,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas
2019-09-15 12:00:00+02:00,0.0,,257.0,190.0,0.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,61.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,31.0,64.0,0.0,,,55.0,0.0,0.0,72.0,1.0,0.0,1.0
2019-09-15 13:00:00+02:00,0.0,,240.0,190.0,0.0,146.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,61.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,31.0,65.0,0.0,,,54.0,0.0,0.0,71.0,1.0,0.0,1.0
2019-09-15 14:00:00+02:00,0.0,,199.0,190.0,0.0,148.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,61.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,31.0,64.0,0.0,,,47.0,0.0,0.0,71.0,1.0,0.0,1.0
2019-09-15 15:00:00+02:00,0.0,,7.0,190.0,0.0,148.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,70.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,31.0,64.0,0.0,,,50.0,0.0,0.0,71.0,1.0,0.0,1.0
2019-09-15 16:00:00+02:00,0.0,,0.0,190.0,0.0,149.0,149.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,117.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,31.0,65.0,0.0,,,58.0,0.0,0.0,67.0,1.0,0.0,1.0
2019-09-15 17:00:00+02:00,0.0,,0.0,190.0,0.0,149.0,149.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,173.0,116.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,31.0,65.0,0.0,,,62.0,0.0,0.0,67.0,1.0,10.0,1.0
2019-09-15 18:00:00+02:00,26.0,,0.0,189.0,0.0,151.0,150.0,0.0,0.0,0.0,794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,194.0,123.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,31.0,68.0,0.0,,,138.0,0.0,0.0,67.0,1.0,93.0,1.0
2019-09-15 19:00:00+02:00,73.0,,0.0,190.0,0.0,149.0,149.0,0.0,0.0,0.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.0,37.0,260.0,119.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,35.0,87.0,0.0,,,140.0,0.0,0.0,95.0,1.0,108.0,1.0
2019-09-15 20:00:00+02:00,73.0,,0.0,195.0,0.0,149.0,149.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,117.0,271.0,119.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,32.0,70.0,0.0,,,143.0,0.0,0.0,96.0,1.0,106.0,1.0
2019-09-15 21:00:00+02:00,73.0,,0.0,198.0,0.0,147.0,147.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,240.0,272.0,119.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,32.0,71.0,0.0,,,144.0,0.0,0.0,96.0,1.0,103.0,1.0
2019-09-15 22:00:00+02:00,73.0,,0.0,201.0,0.0,147.0,147.0,0.0,0.0,0.0,818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0,386.0,291.0,126.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,32.0,73.0,0.0,,,145.0,0.0,0.0,96.0,1.0,104.0,1.0
2019-09-15 23:00:00+02:00,75.0,,0.0,203.0,0.0,147.0,147.0,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,411.0,343.0,129.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,33.0,75.0,0.0,,,141.0,0.0,0.0,101.0,1.0,97.0,1.0
2019-09-16 00:00:00+02:00,68.0,,0.0,190.0,0.0,157.0,157.0,0.0,0.0,0.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,415.0,352.0,130.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,35.0,86.0,0.0,,,62.0,0.0,0.0,101.0,1.0,6.0,1.0
2019-09-16 01:00:00+02:00,68.0,,0.0,190.0,0.0,158.0,158.0,0.0,0.0,0.0,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0,392.0,350.0,130.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,33.0,73.0,0.0,,,61.0,0.0,0.0,101.0,1.0,0.0,1.0
2019-09-16 02:00:00+02:00,68.0,,0.0,190.0,0.0,157.0,157.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,419.0,353.0,131.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,33.0,74.0,0.0,,,61.0,0.0,0.0,101.0,1.0,0.0,1.0
2019-09-16 03:00:00+02:00,68.0,,0.0,190.0,0.0,156.0,156.0,0.0,0.0,0.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,421.0,357.0,132.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,33.0,76.0,0.0,,,61.0,0.0,0.0,104.0,1.0,0.0,1.0
2019-09-16 04:00:00+02:00,68.0,,0.0,190.0,0.0,154.0,154.0,0.0,36.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,770.0,422.0,356.0,132.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,33.0,74.0,5.0,,,61.0,0.0,0.0,125.0,1.0,0.0,1.0
2019-09-16 05:00:00+02:00,68.0,,0.0,190.0,0.0,153.0,153.0,0.0,114.0,0.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,7.0,0.0,773.0,422.0,352.0,132.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,60.0,79.0,64.0,,,85.0,0.0,0.0,171.0,1.0,7.0,2.0
2019-09-16 06:00:00+02:00,78.0,,0.0,148.0,0.0,164.0,161.0,0.0,167.0,0.0,825.0,0.0,27.0,0.0,0.0,0.0,0.0,382.0,0.0,0.0,153.0,93.0,79.0,739.0,387.0,330.0,132.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,82.0,96.0,100.0,,,145.0,0.0,0.0,194.0,32.0,101.0,2.0
2019-09-16 07:00:00+02:00,80.0,,0.0,160.0,0.0,156.0,156.0,0.0,339.0,0.0,829.0,0.0,38.0,0.0,52.0,0.0,0.0,389.0,0.0,0.0,318.0,247.0,187.0,773.0,419.0,322.0,132.0,263.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,84.0,97.0,106.0,,,145.0,0.0,0.0,194.0,59.0,115.0,2.0
2019-09-16 08:00:00+02:00,84.0,,94.0,171.0,0.0,165.0,164.0,0.0,481.0,0.0,831.0,0.0,92.0,0.0,108.0,0.0,0.0,390.0,0.0,0.0,425.0,378.0,380.0,675.0,404.0,325.0,132.0,263.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,84.0,97.0,104.0,,,145.0,0.0,0.0,194.0,7.0,113.0,2.0
2019-09-16 09:00:00+02:00,89.0,,94.0,183.0,0.0,160.0,160.0,0.0,481.0,0.0,832.0,0.0,151.0,0.0,55.0,0.0,0.0,389.0,0.0,0.0,424.0,395.0,397.0,656.0,388.0,300.0,131.0,263.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,83.0,96.0,101.0,,,145.0,0.0,0.0,194.0,1.0,109.0,2.0
2019-09-16 10:00:00+02:00,88.0,,133.0,185.0,0.0,158.0,157.0,0.0,481.0,0.0,832.0,0.0,291.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,424.0,396.0,396.0,760.0,389.0,298.0,130.0,260.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,83.0,95.0,99.0,,,145.0,0.0,0.0,194.0,1.0,105.0,2.0
2019-09-16 11:00:00+02:00,88.0,,257.0,189.0,0.0,158.0,158.0,0.0,481.0,0.0,830.0,0.0,384.0,0.0,0.0,0.0,0.0,387.0,0.0,0.0,421.0,398.0,399.0,767.0,390.0,298.0,130.0,261.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,82.0,93.0,98.0,,,145.0,0.0,0.0,195.0,5.0,108.0,2.0
2019-09-16 12:00:00+02:00,89.0,,258.0,190.0,0.0,162.0,158.0,0.0,481.0,0.0,830.0,0.0,388.0,0.0,0.0,0.0,0.0,387.0,0.0,0.0,419.0,397.0,397.0,766.0,393.0,297.0,130.0,259.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,81.0,92.0,93.0,,,144.0,0.0,0.0,194.0,19.0,110.0,2.0
2019-09-16 13:00:00+02:00,89.0,,311.0,192.0,0.0,161.0,157.0,0.0,481.0,0.0,828.0,0.0,386.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,415.0,396.0,401.0,763.0,391.0,297.0,128.0,256.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,82.0,92.0,98.0,,,144.0,0.0,0.0,195.0,29.0,110.0,2.0
2019-09-16 14:00:00+02:00,74.0,,341.0,200.0,0.0,158.0,156.0,0.0,481.0,0.0,826.0,0.0,384.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,410.0,395.0,401.0,763.0,388.0,295.0,127.0,255.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,81.0,92.0,92.0,,,144.0,0.0,0.0,195.0,37.0,107.0,2.0
2019-09-16 15:00:00+02:00,72.0,,378.0,200.0,0.0,159.0,156.0,0.0,481.0,0.0,823.0,0.0,384.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,409.0,396.0,396.0,740.0,388.0,296.0,127.0,255.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,82.0,92.0,97.0,,,145.0,0.0,0.0,194.0,38.0,107.0,2.0
2019-09-16 16:00:00+02:00,87.0,,457.0,200.0,0.0,159.0,155.0,0.0,481.0,0.0,824.0,0.0,383.0,0.0,0.0,0.0,0.0,391.0,0.0,0.0,407.0,396.0,396.0,763.0,389.0,295.0,128.0,255.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,79.0,92.0,83.0,,,145.0,0.0,0.0,194.0,38.0,108.0,2.0
2019-09-16 17:00:00+02:00,89.0,,555.0,200.0,0.0,150.0,150.0,0.0,481.0,0.0,824.0,0.0,383.0,0.0,1.0,0.0,0.0,392.0,0.0,0.0,408.0,397.0,397.0,719.0,393.0,293.0,128.0,257.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,82.0,91.0,97.0,,,146.0,0.0,0.0,194.0,34.0,109.0,2.0
2019-09-16 18:00:00+02:00,89.0,,406.0,200.0,0.0,149.0,149.0,0.0,481.0,0.0,824.0,0.0,383.0,0.0,94.0,0.0,0.0,392.0,0.0,0.0,409.0,398.0,400.0,770.0,397.0,293.0,130.0,260.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,82.0,91.0,97.0,,,147.0,0.0,0.0,195.0,54.0,110.0,2.0
2019-09-16 19:00:00+02:00,89.0,,346.0,201.0,0.0,150.0,150.0,0.0,481.0,0.0,824.0,0.0,383.0,0.0,108.0,0.0,0.0,393.0,0.0,0.0,414.0,399.0,404.0,772.0,398.0,290.0,109.0,218.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,82.0,92.0,98.0,,,147.0,0.0,0.0,194.0,58.0,109.0,2.0
2019-09-16 20:00:00+02:00,89.0,,346.0,202.0,0.0,148.0,148.0,0.0,481.0,0.0,787.0,0.0,383.0,0.0,108.0,0.0,0.0,393.0,0.0,0.0,418.0,398.0,405.0,702.0,363.0,279.0,92.0,184.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,82.0,92.0,98.0,,,147.0,0.0,0.0,194.0,59.0,108.0,2.0
2019-09-16 21:00:00+02:00,89.0,,346.0,202.0,0.0,148.0,148.0,0.0,444.0,0.0,809.0,0.0,92.0,0.0,23.0,0.0,0.0,394.0,0.0,0.0,417.0,374.0,376.0,689.0,364.0,278.0,90.0,181.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,80.0,91.0,91.0,,,148.0,0.0,0.0,194.0,7.0,105.0,2.0
2019-09-16 22:00:00+02:00,89.0,,346.0,201.0,0.0,149.0,149.0,0.0,369.0,0.0,803.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,0.0,0.0,421.0,397.0,398.0,647.0,364.0,288.0,90.0,181.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,75.0,83.0,75.0,,,148.0,0.0,0.0,194.0,1.0,107.0,2.0
2019-09-16 23:00:00+02:00,75.0,,346.0,198.0,0.0,152.0,152.0,0.0,227.0,0.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,425.0,78.0,78.0,664.0,373.0,298.0,93.0,186.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,37.0,93.0,2.0,,,148.0,0.0,0.0,194.0,1.0,104.0,2.0
2019-09-17 00:00:00+02:00,74.0,,346.0,197.0,0.0,151.0,151.0,0.0,0.0,0.0,831.0,0.0,0.0,0.0,0.0,0.0,,103.0,0.0,0.0,426.0,0.0,0.0,646.0,335.0,391.0,91.0,182.0,0.0,0.0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,33.0,71.0,0.0,,,123.0,0.0,0.0,175.0,1.0,7.0,2.0
2019-09-17 01:00:00+02:00,74.0,,346.0,198.0,0.0,151.0,151.0,0.0,0.0,0.0,833.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,427.0,0.0,0.0,649.0,346.0,411.0,94.0,188.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,32.0,70.0,0.0,,,61.0,0.0,0.0,154.0,1.0,0.0,2.0
2019-09-17 02:00:00+02:00,74.0,,346.0,201.0,0.0,148.0,148.0,0.0,0.0,0.0,834.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,428.0,0.0,0.0,766.0,378.0,426.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,32.0,70.0,0.0,,,61.0,0.0,0.0,145.0,1.0,0.0,2.0
2019-09-17 03:00:00+02:00,74.0,,346.0,204.0,0.0,146.0,145.0,0.0,0.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,428.0,0.0,0.0,728.0,397.0,437.0,86.0,173.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,32.0,69.0,3.0,,,61.0,0.0,0.0,147.0,1.0,0.0,2.0
2019-09-17 04:00:00+02:00,74.0,,346.0,205.0,0.0,145.0,145.0,0.0,0.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,429.0,0.0,0.0,658.0,395.0,435.0,101.0,202.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,59.0,69.0,54.0,,,61.0,0.0,0.0,158.0,1.0,11.0,2.0
2019-09-17 05:00:00+02:00,74.0,,346.0,201.0,0.0,148.0,147.0,0.0,0.0,0.0,834.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,418.0,0.0,0.0,774.0,385.0,411.0,101.0,203.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,71.0,69.0,68.0,,,86.0,0.0,0.0,194.0,1.0,62.0,2.0
2019-09-17 06:00:00+02:00,82.0,,346.0,202.0,0.0,150.0,150.0,0.0,90.0,0.0,833.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,429.0,0.0,0.0,768.0,401.0,423.0,130.0,260.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,82.0,95.0,102.0,,,147.0,0.0,0.0,194.0,2.0,110.0,3.0
2019-09-17 07:00:00+02:00,84.0,,346.0,199.0,0.0,152.0,152.0,0.0,140.0,0.0,831.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,430.0,0.0,0.0,541.0,371.0,380.0,125.0,251.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,83.0,98.0,95.0,,,146.0,0.0,0.0,194.0,4.0,105.0,3.0
2019-09-17 08:00:00+02:00,84.0,,162.0,197.0,0.0,154.0,154.0,0.0,139.0,0.0,830.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,430.0,0.0,0.0,772.0,405.0,433.0,131.0,262.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,84.0,97.0,104.0,,,146.0,0.0,0.0,194.0,17.0,104.0,3.0
2019-09-17 09:00:00+02:00,84.0,,242.0,197.0,0.0,154.0,154.0,0.0,139.0,0.0,827.0,33.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,428.0,0.0,0.0,775.0,393.0,415.0,130.0,261.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,86.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,84.0,97.0,104.0,,,145.0,0.0,0.0,194.0,30.0,104.0,2.0
2019-09-17 10:00:00+02:00,84.0,,354.0,197.0,0.0,155.0,155.0,0.0,51.0,0.0,789.0,42.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,423.0,0.0,0.0,600.0,277.0,323.0,118.0,236.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,84.0,97.0,104.0,,,144.0,0.0,0.0,194.0,39.0,86.0,2.0
2019-09-17 11:00:00+02:00,89.0,,376.0,197.0,0.0,157.0,157.0,0.0,0.0,0.0,700.0,41.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,414.0,0.0,0.0,604.0,361.0,337.0,129.0,259.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,78.0,84.0,83.0,,,63.0,0.0,0.0,195.0,37.0,84.0,2.0
2019-09-17 12:00:00+02:00,89.0,,374.0,197.0,0.0,157.0,157.0,0.0,0.0,0.0,754.0,40.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,386.0,0.0,0.0,748.0,388.0,323.0,125.0,249.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,74.0,79.0,73.0,,,61.0,0.0,0.0,196.0,38.0,85.0,2.0
2019-09-17 13:00:00+02:00,88.0,,375.0,197.0,0.0,158.0,158.0,0.0,0.0,0.0,654.0,40.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,387.0,0.0,0.0,746.0,392.0,257.0,100.0,199.0,0.0,0.0,0.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,75.0,79.0,75.0,,,61.0,0.0,0.0,194.0,38.0,85.0,2.0
2019-09-17 14:00:00+02:00,90.0,,373.0,197.0,0.0,159.0,159.0,0.0,0.0,0.0,270.0,27.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,376.0,0.0,0.0,647.0,347.0,208.0,71.0,142.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,72.0,69.0,73.0,,,61.0,0.0,0.0,192.0,38.0,86.0,3.0
2019-09-17 15:00:00+02:00,75.0,,260.0,200.0,0.0,157.0,158.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,370.0,0.0,0.0,575.0,281.0,174.0,64.0,128.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,73.0,72.0,73.0,,,61.0,0.0,0.0,156.0,38.0,90.0,3.0
2019-09-17 16:00:00+02:00,72.0,,265.0,206.0,0.0,153.0,153.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,267.0,0.0,0.0,521.0,327.0,193.0,82.0,163.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,72.0,70.0,69.0,,,62.0,0.0,0.0,192.0,38.0,90.0,3.0
2019-09-17 17:00:00+02:00,72.0,,347.0,207.0,0.0,150.0,150.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,350.0,0.0,0.0,517.0,305.0,307.0,106.0,212.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,71.0,69.0,69.0,,,111.0,0.0,0.0,194.0,38.0,92.0,3.0
2019-09-17 18:00:00+02:00,74.0,,526.0,206.0,0.0,148.0,148.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,399.0,0.0,0.0,639.0,346.0,384.0,124.0,248.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,74.0,74.0,73.0,,,146.0,0.0,0.0,194.0,38.0,90.0,3.0
2019-09-17 19:00:00+02:00,74.0,,572.0,207.0,0.0,148.0,147.0,0.0,0.0,0.0,830.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,425.0,0.0,0.0,681.0,347.0,381.0,124.0,248.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,83.0,93.0,104.0,,,146.0,0.0,0.0,194.0,38.0,102.0,3.0
2019-09-17 20:00:00+02:00,74.0,,572.0,207.0,0.0,147.0,147.0,0.0,0.0,0.0,829.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,426.0,0.0,0.0,777.0,422.0,393.0,127.0,255.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,82.0,93.0,99.0,,,146.0,0.0,0.0,194.0,38.0,59.0,3.0
